sex_recorded_in_1997,marriage_or_cohabitation_status_in_2002,jobs_held_in_2002,household_size_in_1997,parent_or_guardian_relationship_at_age_12,target,text_summary
male,"never married, cohabiting",1,4,"biological mother, marital status unknown",1,"The person is a male who is never married, cohabiting and has held 1 jobs with a household size of 4 and lived with their biological mother, marital status unknown at age 12."
male,"never married, not cohabiting",3,4,"biological mother, marital status unknown",0,"The person is a male who is never married, not cohabiting and has held 3 jobs with a household size of 4 and lived with their biological mother, marital status unknown at age 12."
male,"never married, not cohabiting",3,4,both biological parents,0,"The person is a male who is never married, not cohabiting and has held 3 jobs with a household size of 4 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",1,5,"biological mother, marital status unknown",1,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 5 and lived with their biological mother, marital status unknown at age 12."
male,"never married, cohabiting",2,6,both biological parents,0,"The person is a male who is never married, cohabiting and has held 2 jobs with a household size of 6 and lived with their both biological parents at age 12."
male,"never married, cohabiting",3,6,both biological parents,1,"The person is a male who is never married, cohabiting and has held 3 jobs with a household size of 6 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",1,4,both biological parents,0,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 4 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",4,4,"biological dad, marital status unknown",1,"The person is a male who is never married, not cohabiting and has held 4 jobs with a household size of 4 and lived with their biological dad, marital status unknown at age 12."
female,"never married, not cohabiting",3,4,"biological dad, marital status unknown",1,"The person is a female who is never married, not cohabiting and has held 3 jobs with a household size of 4 and lived with their biological dad, marital status unknown at age 12."
male,"never married, not cohabiting",0,4,adoptive parent(s),0,"The person is a male who is never married, not cohabiting and is currently unemployed with a household size of 4 and lived with their adoptive parent(s) at age 12."
male,"never married, not cohabiting",4,5,both biological parents,0,"The person is a male who is never married, not cohabiting and has held 4 jobs with a household size of 5 and lived with their both biological parents at age 12."
